Incident Number,Area,Completed Incident Date,Land Type,Waste Type,Incident Size,Overall Environmental Impact
17187247107,Kent South London and East Sussex,2/19/2021,Agricultural,animal carcass,small van load,3
14189001204,East Midlands,2/22/2021,Private - Residential,construction/demolition/excavation,small van load,3
15189047805,Greater Manchester Merseyside and Cheshire,2/23/2021,Watercourse / Bank,other (unidentified),car boot load or less,3
20188780410,Solent and South Downs,2/23/2021,Watercourse / Bank,other commercial waste,transit van load,4
19183273309,North East,2/23/2021,Watercourse / Bank,construction/demolition/excavation,single black bag,3
139161017882,Lincolnshire and Northamptonshire,2/24/2021,Highway,vehicle parts,tipper lorry load,2
19186493909,North East,2/25/2021,Council Land,other house hold waste,tipper lorry load,3
21189145911,Thames,2/26/2021,Watercourse / Bank,"chemical drums, oil or fuel",single black bag,3
21185009711,Thames,2/26/2021,Footpath / Bridleway,other (unidentified),other single item,3
17188427607,Kent South London and East Sussex,3/2/2021,Watercourse / Bank,other commercial waste,car boot load or less,3
19189764309,North East,3/3/2021,Commercial / Industrial,"chemical drums, oil or fuel",other single item,3
20189105210,Solent and South Downs,3/3/2021,Highway,other house hold waste,tipper lorry load,3
19189943409,North East,3/4/2021,Watercourse / Bank,other (unidentified),car boot load or less,3
239151113324,Solent and South Downs,3/8/2021,Council Land,black bags - commercial,tipper lorry load,3
339131018599,North East,3/8/2021,Back Alleyway,black bags - commercial,transit van load,3
13190282603,East Anglia,3/9/2021,Watercourse / Bank,"chemical drums, oil or fuel",other single item,3
22189864712,Wessex,3/12/2021,Highway,asbestos,small van load,3
339151214113,Cumbria and Lancashire,3/18/2021,Private - Residential,construction/demolition/excavation,significant/multiple loads,3
21188388511,Thames,3/19/2021,Railway,white goods,transit van load,3
13190832803,East Anglia,3/22/2021,Agricultural,other house hold waste,transit van load,3
20191049510,Solent and South Downs,3/25/2021,Footpath / Bridleway,asbestos,small van load,3
18190285908,Lincolnshire and Northamptonshire,3/26/2021,Highway,"chemical drums, oil or fuel",other single item,3
16186003006,Hertfordshire and North London,3/26/2021,Watercourse / Bank,asbestos,single black bag,3
539161518280,East Midlands,3/26/2021,Agricultural,white goods,small van load,3
15183480105,Greater Manchester Merseyside and Cheshire,3/29/2021,Council Land,other commercial waste,tipper lorry load,3
11183930001,Cumbria and Lancashire,3/29/2021,Highway,other commercial waste,significant/multiple loads,4
20191203010,Solent and South Downs,3/30/2021,Council Land,construction/demolition/excavation,small van load,4
21191220311,Thames,4/1/2021,Back Alleyway,white goods,transit van load,3
18190397308,Lincolnshire and Northamptonshire,4/1/2021,Commercial / Industrial,other commercial waste,transit van load,3
239161519971,Thames,4/1/2021,Watercourse / Bank,"chemical drums, oil or fuel",small van load,3
15191550005,Greater Manchester Merseyside and Cheshire,4/6/2021,Highway,other house hold waste,tipper lorry load,3
24191049814,Yorkshire,4/8/2021,Railway,tyres,tipper lorry load,3
24191368614,Yorkshire,4/9/2021,Other (Unidentified),construction/demolition/excavation,small van load,4
12191785602,"Devon, Cornwall and the Isles of Scilly",4/13/2021,Highway,asbestos,small van load,3
17187084807,Kent South London and East Sussex,4/14/2021,Private - Residential,construction/demolition/excavation,significant/multiple loads,3
22192311212,Wessex,4/16/2021,Agricultural,other house hold waste,transit van load,4
13191537003,East Anglia,4/19/2021,Agricultural,black bags - house hold,significant/multiple loads,3
16191117406,Hertfordshire and North London,4/20/2021,Other (Unidentified),vehicle parts,small van load,4
17186942807,Kent South London and East Sussex,4/22/2021,Commercial / Industrial,other commercial waste,significant/multiple loads,3
23192531013,West Midlands,4/22/2021,Commercial / Industrial,tyres,tipper lorry load,3
11191756601,Cumbria and Lancashire,4/26/2021,Other (Unidentified),other (unidentified),tipper lorry load,3
21191584511,Thames,4/26/2021,Highway,"chemical drums, oil or fuel",other single item,3
22192346912,Wessex,4/28/2021,Watercourse / Bank,other commercial waste,small van load,4
16189546006,Hertfordshire and North London,4/29/2021,Watercourse / Bank,black bags - house hold,transit van load,3
16193036506,Hertfordshire and North London,4/30/2021,Watercourse / Bank,tyres,significant/multiple loads,3
12193114002,"Devon, Cornwall and the Isles of Scilly",5/4/2021,Watercourse / Bank,black bags - commercial,transit van load,3
13192921203,East Anglia,5/4/2021,Watercourse / Bank,black bags - house hold,transit van load,3
18193320708,Lincolnshire and Northamptonshire,5/5/2021,Highway,other (unidentified),car boot load or less,4
17188227207,Kent South London and East Sussex,5/6/2021,Commercial / Industrial,construction/demolition/excavation,tipper lorry load,3
17186578007,Kent South London and East Sussex,5/6/2021,Commercial / Industrial,construction/demolition/excavation,significant/multiple loads,3
14192462704,East Midlands,5/6/2021,Commercial / Industrial,construction/demolition/excavation,transit van load,4
21193419711,Thames,5/7/2021,Agricultural,other house hold waste,transit van load,3
16191775706,Hertfordshire and North London,5/7/2021,Agricultural,other house hold waste,tipper lorry load,3
19191333509,North East,5/10/2021,Council Land,construction/demolition/excavation,tipper lorry load,3
24182662514,Yorkshire,5/10/2021,Agricultural,other commercial waste,significant/multiple loads,3
24182664214,Yorkshire,5/10/2021,Council Land,other commercial waste,significant/multiple loads,3
24182663314,Yorkshire,5/10/2021,Agricultural,other commercial waste,significant/multiple loads,3
24182664014,Yorkshire,5/10/2021,Agricultural,other commercial waste,significant/multiple loads,3
16191208806,Hertfordshire and North London,5/12/2021,Council Land,other commercial waste,tipper lorry load,4
16193315806,Hertfordshire and North London,5/14/2021,Council Land,other house hold waste,significant/multiple loads,2
13191104603,East Anglia,5/14/2021,Watercourse / Bank,construction/demolition/excavation,transit van load,3
14191362004,East Midlands,5/17/2021,Commercial / Industrial,construction/demolition/excavation,small van load,3
23193433413,West Midlands,5/21/2021,Watercourse / Bank,black bags - house hold,car boot load or less,3
13191582003,East Anglia,5/24/2021,Watercourse / Bank,"chemical drums, oil or fuel",car boot load or less,3
23188433213,West Midlands,5/25/2021,Highway,"chemical drums, oil or fuel",significant/multiple loads,4
23191967213,West Midlands,5/27/2021,Watercourse / Bank,other house hold waste,other single item,4
19194694009,North East,6/1/2021,Council Land,"chemical drums, oil or fuel",other single item,4
16194622606,Hertfordshire and North London,6/1/2021,Footpath / Bridleway,"chemical drums, oil or fuel",car boot load or less,4
16188986306,Hertfordshire and North London,6/2/2021,Watercourse / Bank,tyres,small van load,3
539171310246,Wessex,6/3/2021,Private - Residential,other house hold waste,other single item,4
17184557207,Kent South London and East Sussex,6/3/2021,Council Land,black bags - house hold,significant/multiple loads,3
19190841509,North East,6/7/2021,Commercial / Industrial,white goods,significant/multiple loads,4
18186627408,Lincolnshire and Northamptonshire,6/7/2021,Other (Unidentified),other house hold waste,transit van load,3
23192989513,West Midlands,6/11/2021,Commercial / Industrial,"chemical drums, oil or fuel",small van load,3
19191393309,North East,6/11/2021,Council Land,construction/demolition/excavation,transit van load,3
23195500313,West Midlands,6/16/2021,Footpath / Bridleway,other house hold waste,small van load,3
13193366403,East Anglia,6/16/2021,Private - Residential,other commercial waste,transit van load,3
16188849706,Hertfordshire and North London,6/16/2021,Watercourse / Bank,"chemical drums, oil or fuel",single black bag,3
15195550005,Greater Manchester Merseyside and Cheshire,6/16/2021,Watercourse / Bank,white goods,other single item,3
39181718214,Wessex,6/16/2021,Other (Unidentified),other house hold waste,significant/multiple loads,3
17195615807,Kent South London and East Sussex,6/18/2021,Watercourse / Bank,green,car boot load or less,4
13190116303,East Anglia,6/18/2021,Watercourse / Bank,"chemical drums, oil or fuel",small van load,3
13195619803,East Anglia,6/18/2021,Watercourse / Bank,green,car boot load or less,3
539161112518,East Midlands,6/21/2021,Other (Unidentified),asbestos,small van load,3
13189162203,East Anglia,6/22/2021,Watercourse / Bank,vehicle parts,other single item,3
16195880906,Hertfordshire and North London,6/23/2021,Agricultural,"chemical drums, oil or fuel",car boot load or less,3
21196131511,Thames,6/29/2021,Highway,other commercial waste,other single item,3
16196365106,Hertfordshire and North London,7/5/2021,Watercourse / Bank,other house hold waste,other single item,3
23196649413,West Midlands,7/14/2021,Watercourse / Bank,"chemical drums, oil or fuel",small van load,3
13196499603,East Anglia,7/14/2021,Private - Residential,"chemical drums, oil or fuel",other single item,3
22194767612,Wessex,7/15/2021,Commercial / Industrial,vehicle parts,car boot load or less,3
16196225706,Hertfordshire and North London,7/19/2021,Agricultural,green,significant/multiple loads,3
16195055106,Hertfordshire and North London,7/22/2021,Council Land,other house hold waste,significant/multiple loads,3
13196901003,East Anglia,7/23/2021,Watercourse / Bank,green,car boot load or less,3
13195728403,East Anglia,7/23/2021,Highway,asbestos,transit van load,4
20195562110,Solent and South Downs,7/23/2021,Watercourse / Bank,other house hold waste,small van load,3
20195672810,Solent and South Downs,7/23/2021,Agricultural,other house hold waste,significant/multiple loads,3
16197310506,Hertfordshire and North London,7/26/2021,Highway,other (unidentified),other single item,3
19195669809,North East,7/28/2021,Footpath / Bridleway,other house hold waste,tipper lorry load,3
21195914811,Thames,7/29/2021,Private - Residential,other house hold waste,small van load,3
15195699505,Greater Manchester Merseyside and Cheshire,8/3/2021,Watercourse / Bank,tyres,transit van load,3
23192473413,West Midlands,8/5/2021,Commercial / Industrial,other commercial waste,significant/multiple loads,2
16193353206,Hertfordshire and North London,8/6/2021,Council Land,green,significant/multiple loads,3
16196657106,Hertfordshire and North London,8/6/2021,Other (Unidentified),construction/demolition/excavation,transit van load,3
21193164211,Thames,8/6/2021,Council Land,construction/demolition/excavation,significant/multiple loads,3
17197205207,Kent South London and East Sussex,8/9/2021,Watercourse / Bank,construction/demolition/excavation,single black bag,3
239361711992,Yorkshire,8/17/2021,Commercial / Industrial,other house hold waste,significant/multiple loads,3
13198553503,East Anglia,8/25/2021,Highway,other commercial waste,other single item,3
24198510014,Yorkshire,8/27/2021,Council Land,animal carcass,small van load,3
17192402407,Kent South London and East Sussex,8/31/2021,Watercourse / Bank,other (unidentified),other single item,4
23197020813,West Midlands,9/1/2021,Other (Unidentified),"chemical drums, oil or fuel",other single item,3
12198936602,"Devon, Cornwall and the Isles of Scilly",9/7/2021,Watercourse / Bank,green,tipper lorry load,3
13192267403,East Anglia,9/8/2021,Watercourse / Bank,other house hold waste,transit van load,3
24196815814,Yorkshire,9/10/2021,Commercial / Industrial,other house hold waste,transit van load,3
13198648703,East Anglia,9/15/2021,Highway,"chemical drums, oil or fuel",transit van load,4
22199525012,Wessex,9/22/2021,Highway,animal carcass,transit van load,4
19199736909,North East,9/27/2021,Highway,other (unidentified),other single item,3
19199742109,North East,9/27/2021,Council Land,other (unidentified),small van load,3
23199493913,West Midlands,9/28/2021,Highway,other (unidentified),tipper lorry load,3
16197993806,Hertfordshire and North London,10/7/2021,Footpath / Bridleway,white goods,small van load,3
16199796806,Hertfordshire and North London,10/8/2021,Other (Unidentified),other (unidentified),tipper lorry load,3
231161112694,Greater Manchester Merseyside and Cheshire,10/11/2021,Council Land,other commercial waste,significant/multiple loads,3
15200261305,Greater Manchester Merseyside and Cheshire,10/13/2021,Council Land,black bags - house hold,transit van load,1
24199969414,Yorkshire,10/19/2021,Council Land,construction/demolition/excavation,significant/multiple loads,3
17200408407,Kent South London and East Sussex,10/29/2021,Watercourse / Bank,vehicle parts,other single item,3
13198451203,East Anglia,11/1/2021,Highway,"chemical drums, oil or fuel",other single item,3
17200820907,Kent South London and East Sussex,11/3/2021,Watercourse / Bank,"chemical drums, oil or fuel",other single item,3
20198437310,Solent and South Downs,11/8/2021,Watercourse / Bank,"chemical drums, oil or fuel",car boot load or less,3
17200988907,Kent South London and East Sussex,11/15/2021,Watercourse / Bank,black bags - commercial,car boot load or less,3
13199923603,East Anglia,11/15/2021,Private - Residential,other (unidentified),small van load,4
16199910606,Hertfordshire and North London,11/16/2021,Watercourse / Bank,asbestos,small van load,3
17200757007,Kent South London and East Sussex,11/17/2021,Commercial / Industrial,construction/demolition/excavation,significant/multiple loads,2
22201118512,Wessex,11/19/2021,Agricultural,construction/demolition/excavation,tipper lorry load,3
19198860509,North East,11/26/2021,Commercial / Industrial,"chemical drums, oil or fuel",small van load,4
22201406812,Wessex,11/29/2021,Agricultural,"chemical drums, oil or fuel",single black bag,3
22198676012,Wessex,11/29/2021,Watercourse / Bank,"chemical drums, oil or fuel",other single item,3
16200185906,Hertfordshire and North London,12/1/2021,Private - Residential,construction/demolition/excavation,significant/multiple loads,4
11201335801,Cumbria and Lancashire,12/2/2021,Watercourse / Bank,construction/demolition/excavation,car boot load or less,4
23201131213,West Midlands,12/3/2021,Highway,"chemical drums, oil or fuel",other single item,3
16188050306,Hertfordshire and North London,12/3/2021,Watercourse / Bank,black bags - house hold,car boot load or less,3
23198745013,West Midlands,12/3/2021,Commercial / Industrial,construction/demolition/excavation,tipper lorry load,3
23198864413,West Midlands,12/3/2021,Private - Residential,tyres,significant/multiple loads,3
16199459006,Hertfordshire and North London,12/6/2021,Watercourse / Bank,"chemical drums, oil or fuel",other single item,3
21199234911,Thames,12/6/2021,Agricultural,construction/demolition/excavation,tipper lorry load,3
19201550709,North East,12/6/2021,Agricultural,construction/demolition/excavation,tipper lorry load,3
22193868612,Wessex,12/7/2021,Highway,"chemical drums, oil or fuel",other single item,3
16196704706,Hertfordshire and North London,12/7/2021,Other (Unidentified),other house hold waste,significant/multiple loads,3
17200795307,Kent South London and East Sussex,12/8/2021,Watercourse / Bank,other house hold waste,car boot load or less,3
21200616711,Thames,12/9/2021,Watercourse / Bank,"chemical drums, oil or fuel",other single item,3
24201656314,Yorkshire,12/13/2021,Council Land,"chemical drums, oil or fuel",small van load,3
16196517806,Hertfordshire and North London,12/15/2021,Commercial / Industrial,"chemical drums, oil or fuel",small van load,4
16191817106,Hertfordshire and North London,12/16/2021,Watercourse / Bank,black bags - house hold,car boot load or less,4
21200936511,Thames,12/17/2021,Private - Residential,construction/demolition/excavation,significant/multiple loads,3
23200692213,West Midlands,12/20/2021,Council Land,other house hold waste,small van load,3
23191594213,West Midlands,12/21/2021,Commercial / Industrial,other commercial waste,tipper lorry load,3
23192950513,West Midlands,12/21/2021,Commercial / Industrial,other commercial waste,significant/multiple loads,3
23191987213,West Midlands,12/21/2021,Council Land,construction/demolition/excavation,tipper lorry load,3
23192104213,West Midlands,12/21/2021,Commercial / Industrial,other commercial waste,significant/multiple loads,2
23191809113,West Midlands,12/21/2021,Commercial / Industrial,other commercial waste,tipper lorry load,3
24201679514,Yorkshire,12/22/2021,Other (Unidentified),"chemical drums, oil or fuel",transit van load,3
21201792911,Thames,12/23/2021,Highway,construction/demolition/excavation,significant/multiple loads,3
16192617806,Hertfordshire and North London,12/24/2021,Watercourse / Bank,construction/demolition/excavation,other single item,3
17200879707,Kent South London and East Sussex,12/30/2021,Council Land,"chemical drums, oil or fuel",car boot load or less,4
11198520801,Cumbria and Lancashire,1/5/2022,Council Land,other commercial waste,tipper lorry load,3
24199253514,Yorkshire,1/7/2022,Council Land,white goods,small van load,3
24202108014,Yorkshire,1/7/2022,Commercial / Industrial,"chemical drums, oil or fuel",tipper lorry load,3
23192462313,West Midlands,1/10/2022,Commercial / Industrial,other commercial waste,significant/multiple loads,3
22202025612,Wessex,1/12/2022,Watercourse / Bank,"chemical drums, oil or fuel",other single item,4
16192603806,Hertfordshire and North London,1/19/2022,Watercourse / Bank,other (unidentified),other single item,4
16192576506,Hertfordshire and North London,1/19/2022,Watercourse / Bank,"chemical drums, oil or fuel",car boot load or less,3
20202337510,Solent and South Downs,1/20/2022,Commercial / Industrial,construction/demolition/excavation,transit van load,3
13201176103,East Anglia,1/21/2022,Agricultural,construction/demolition/excavation,significant/multiple loads,3
18202778608,Lincolnshire and Northamptonshire,1/28/2022,Agricultural,other house hold waste,small van load,3
12201641202,"Devon, Cornwall and the Isles of Scilly",1/28/2022,Commercial / Industrial,other house hold waste,tipper lorry load,3
21202579611,Thames,2/2/2022,Private - Residential,"chemical drums, oil or fuel",small van load,3
19202431109,North East,2/16/2022,Watercourse / Bank,vehicle parts,small van load,3
431181011048,Lincolnshire and Northamptonshire,2/22/2022,Commercial / Industrial,other house hold waste,small van load,3
20203067310,Solent and South Downs,2/23/2022,Commercial / Industrial,other commercial waste,small van load,3
16201744206,Hertfordshire and North London,2/24/2022,Other (Unidentified),"chemical drums, oil or fuel",small van load,3
16201741106,Hertfordshire and North London,3/9/2022,Council Land,other house hold waste,car boot load or less,3
24203865414,Yorkshire,3/10/2022,Other (Unidentified),other (unidentified),significant/multiple loads,4
24184874414,Yorkshire,3/14/2022,Back Alleyway,other house hold waste,tipper lorry load,3
22203405612,Wessex,3/16/2022,Highway,other commercial waste,transit van load,3
12203949602,"Devon, Cornwall and the Isles of Scilly",3/16/2022,Agricultural,other commercial waste,transit van load,3
16203610406,Hertfordshire and North London,3/17/2022,Private - Residential,construction/demolition/excavation,tipper lorry load,3
16203872406,Hertfordshire and North London,3/17/2022,Private - Residential,black bags - house hold,significant/multiple loads,3
12204154302,"Devon, Cornwall and the Isles of Scilly",3/18/2022,Watercourse / Bank,other house hold waste,other single item,3
21204176611,Thames,3/21/2022,Watercourse / Bank,other commercial waste,car boot load or less,3
16204269806,Hertfordshire and North London,3/22/2022,Council Land,tyres,tipper lorry load,4
131161609483,North East,3/22/2022,Commercial / Industrial,construction/demolition/excavation,significant/multiple loads,3
14203099704,East Midlands,3/24/2022,Footpath / Bridleway,asbestos,car boot load or less,4
24204275914,Yorkshire,3/24/2022,Watercourse / Bank,black bags - commercial,small van load,3
24204492914,Yorkshire,3/28/2022,Commercial / Industrial,"chemical drums, oil or fuel",small van load,3
20203510810,Solent and South Downs,3/28/2022,Watercourse / Bank,other commercial waste,small van load,3
11187111101,Cumbria and Lancashire,5/19/2022,Commercial / Industrial,other house hold waste,significant/multiple loads,2
11211050701,Cumbria and Lancashire,1/5/2023,Council Land,other house hold waste,significant/multiple loads,3
12211210002,"Devon, Cornwall and the Isles of Scilly",11/11/2022,Other (Unidentified),other house hold waste,small van load,3
12212077402,"Devon, Cornwall and the Isles of Scilly",1/19/2023,Highway,"chemical drums, oil or fuel",small van load,3
12212401802,"Devon, Cornwall and the Isles of Scilly",1/18/2023,Watercourse / Bank,tyres,small van load,3
12213789102,"Devon, Cornwall and the Isles of Scilly",3/24/2023,Agricultural,construction/demolition/excavation,transit van load,3
13202811103,East Anglia,7/27/2022,Watercourse / Bank,black bags - commercial,car boot load or less,3
13203170903,East Anglia,8/17/2022,Commercial / Industrial,other house hold waste,significant/multiple loads,3
13204905803,East Anglia,4/5/2022,Watercourse / Bank,black bags - house hold,small van load,3
13205511203,East Anglia,4/29/2022,Agricultural,other (unidentified),significant/multiple loads,3
13206549003,East Anglia,6/6/2022,Watercourse / Bank,"chemical drums, oil or fuel",small van load,3
13206608603,East Anglia,6/9/2022,Commercial / Industrial,"chemical drums, oil or fuel",small van load,3
13206884203,East Anglia,7/19/2022,Watercourse / Bank,white goods,small van load,3
13207543903,East Anglia,11/16/2022,Highway,"chemical drums, oil or fuel",other single item,3
13208375703,East Anglia,8/2/2022,Highway,other commercial waste,transit van load,3
13208621703,East Anglia,8/8/2022,Highway,asbestos,small van load,3
13211673203,East Anglia,12/5/2022,Watercourse / Bank,"chemical drums, oil or fuel",other single item,3
13213269003,East Anglia,2/24/2023,Highway,"chemical drums, oil or fuel",car boot load or less,4
14205355304,East Midlands,4/26/2022,Watercourse / Bank,other (unidentified),other single item,3
14210578004,East Midlands,11/8/2022,Commercial / Industrial,"chemical drums, oil or fuel",tipper lorry load,3
14211716804,East Midlands,1/20/2023,Other (Unidentified),black bags - house hold,significant/multiple loads,3
14212656504,East Midlands,2/21/2023,Watercourse / Bank,other commercial waste,small van load,3
15189046405,Greater Manchester Merseyside and Cheshire,10/27/2022,Highway,other (unidentified),significant/multiple loads,3
15205865305,Greater Manchester Merseyside and Cheshire,5/18/2022,Commercial / Industrial,tyres,transit van load,3
15205971005,Greater Manchester Merseyside and Cheshire,7/14/2022,Agricultural,construction/demolition/excavation,tipper lorry load,4
15206523905,Greater Manchester Merseyside and Cheshire,7/14/2022,Agricultural,construction/demolition/excavation,tipper lorry load,4
15206937505,Greater Manchester Merseyside and Cheshire,10/5/2022,Highway,"chemical drums, oil or fuel",small van load,4
15207411105,Greater Manchester Merseyside and Cheshire,7/8/2022,Commercial / Industrial,construction/demolition/excavation,significant/multiple loads,4
16205185406,Hertfordshire and North London,8/1/2022,Watercourse / Bank,"chemical drums, oil or fuel",other single item,3
16205260506,Hertfordshire and North London,8/1/2022,Watercourse / Bank,"chemical drums, oil or fuel",other single item,3
16205317706,Hertfordshire and North London,4/20/2022,Watercourse / Bank,"chemical drums, oil or fuel",other single item,3
16205621606,Hertfordshire and North London,7/29/2022,Council Land,other house hold waste,significant/multiple loads,3
16206345406,Hertfordshire and North London,5/26/2022,Private - Residential,black bags - house hold,significant/multiple loads,3
16207463506,Hertfordshire and North London,7/6/2022,Highway,other house hold waste,other single item,4
16207798806,Hertfordshire and North London,8/3/2022,Watercourse / Bank,other commercial waste,other single item,3
16208684306,Hertfordshire and North London,8/23/2022,Agricultural,other (unidentified),significant/multiple loads,3
16209578206,Hertfordshire and North London,9/5/2022,Commercial / Industrial,other house hold waste,significant/multiple loads,3
16210101106,Hertfordshire and North London,10/4/2022,Other (Unidentified),other house hold waste,transit van load,3
16210398806,Hertfordshire and North London,10/10/2022,Private - Residential,black bags - house hold,significant/multiple loads,3
16210433406,Hertfordshire and North London,2/2/2023,Highway,other commercial waste,significant/multiple loads,3
16211676806,Hertfordshire and North London,1/5/2023,Commercial / Industrial,other house hold waste,tipper lorry load,3
16211736706,Hertfordshire and North London,12/19/2022,Commercial / Industrial,other house hold waste,tipper lorry load,3
16212693506,Hertfordshire and North London,2/14/2023,Agricultural,construction/demolition/excavation,significant/multiple loads,3
16213313806,Hertfordshire and North London,3/1/2023,Commercial / Industrial,other house hold waste,significant/multiple loads,3
17205973107,Kent South London and East Sussex,8/10/2022,Watercourse / Bank,other commercial waste,significant/multiple loads,3
17207544307,Kent South London and East Sussex,7/6/2022,Watercourse / Bank,other (unidentified),car boot load or less,3
17213300507,Kent South London and East Sussex,3/30/2023,Highway,"chemical drums, oil or fuel",car boot load or less,3
17213342007,Kent South London and East Sussex,3/7/2023,Watercourse / Bank,construction/demolition/excavation,small van load,4
18205391808,Lincolnshire and Northamptonshire,4/20/2022,Watercourse / Bank,other (unidentified),other single item,3
18208483808,Lincolnshire and Northamptonshire,8/2/2022,Watercourse / Bank,vehicle parts,significant/multiple loads,3
18209518108,Lincolnshire and Northamptonshire,8/29/2022,Watercourse / Bank,"chemical drums, oil or fuel",other single item,3
18210637608,Lincolnshire and Northamptonshire,1/25/2023,Commercial / Industrial,other house hold waste,tipper lorry load,3
18212090508,Lincolnshire and Northamptonshire,1/26/2023,Watercourse / Bank,"chemical drums, oil or fuel",other single item,3
19208470609,North East,8/2/2022,Council Land,construction/demolition/excavation,significant/multiple loads,3
19212209709,North East,1/10/2023,Agricultural,white goods,small van load,3
19213515809,North East,3/16/2023,Agricultural,other house hold waste,transit van load,3
20204048910,Solent and South Downs,6/2/2022,Commercial / Industrial,vehicle parts,other single item,4
20210368910,Solent and South Downs,10/15/2022,Council Land,construction/demolition/excavation,tipper lorry load,3
21205220611,Thames,4/13/2022,Private - Residential,other house hold waste,tipper lorry load,3
22205064112,Wessex,5/27/2022,Commercial / Industrial,other commercial waste,significant/multiple loads,3
22209989212,Wessex,10/3/2022,Commercial / Industrial,asbestos,transit van load,3
22213647412,Wessex,3/15/2023,Watercourse / Bank,other electrical,transit van load,3
23202989713,West Midlands,2/17/2023,Footpath / Bridleway,"chemical drums, oil or fuel",other single item,4
23203658413,West Midlands,4/11/2022,Railway,other house hold waste,significant/multiple loads,3
23204925513,West Midlands,4/13/2022,Commercial / Industrial,other house hold waste,significant/multiple loads,3
23205629513,West Midlands,5/23/2022,Footpath / Bridleway,green,tipper lorry load,4
23205696113,West Midlands,5/23/2022,Private - Residential,tyres,small van load,3
23205749413,West Midlands,12/8/2022,Railway,other house hold waste,significant/multiple loads,2
23211170713,West Midlands,12/5/2022,Commercial / Industrial,construction/demolition/excavation,small van load,3
23212094413,West Midlands,1/3/2023,Watercourse / Bank,tyres,tipper lorry load,3
23212966313,West Midlands,2/15/2023,Watercourse / Bank,construction/demolition/excavation,transit van load,3
23213887313,West Midlands,3/29/2023,Highway,"chemical drums, oil or fuel",small van load,3
24199969414,Yorkshire,5/19/2022,Council Land,construction/demolition/excavation,significant/multiple loads,3
24200645114,Yorkshire,4/21/2022,Agricultural,other (unidentified),transit van load,3
24204704914,Yorkshire,4/6/2022,Council Land,asbestos,significant/multiple loads,3
24205834714,Yorkshire,5/4/2022,Watercourse / Bank,green,transit van load,3
24207238314,Yorkshire,7/4/2022,Footpath / Bridleway,other house hold waste,small van load,3
24207541114,Yorkshire,8/11/2022,Footpath / Bridleway,tyres,tipper lorry load,3
24207839914,Yorkshire,11/16/2022,Watercourse / Bank,construction/demolition/excavation,small van load,3
24208759214,Yorkshire,2/14/2023,Council Land,construction/demolition/excavation,transit van load,4
24209784014,Yorkshire,9/8/2022,Watercourse / Bank,vehicle parts,transit van load,3
24211416114,Yorkshire,12/5/2022,Private - Residential,other house hold waste,tipper lorry load,3
17203122507,Kent South London and East Sussex,6/2/2023,Watercourse / Bank,"chemical drums, oil or fuel",transit van load,1
23204843513,West Midlands,6/28/2023,Commercial / Industrial,other house hold waste,significant/multiple loads,2
13210069003,East Anglia,6/6/2023,Other (Unidentified),"chemical drums, oil or fuel",other single item,2
17210342407,Kent South London and East Sussex,4/6/2023,Private - Residential,black bags - commercial,significant/multiple loads,3
19212400709,North East,5/9/2023,Highway,other commercial waste,tipper lorry load,3
24213187014,Yorkshire,8/23/2023,Other (Unidentified),construction/demolition/excavation,tipper lorry load,3
13213559103,East Anglia,5/23/2023,Commercial / Industrial,construction/demolition/excavation,transit van load,3
18213625708,Lincolnshire and Northamptonshire,4/18/2023,Highway,black bags - house hold,small van load,4
21213810611,Thames,6/14/2023,Watercourse / Bank,other commercial waste,transit van load,3
19213953509,North East,4/24/2023,Agricultural,white goods,other single item,3
13213969203,East Anglia,6/7/2023,Watercourse / Bank,tyres,transit van load,4
16214093406,Hertfordshire and North London,4/4/2023,Private - Residential,construction/demolition/excavation,significant/multiple loads,3
13214129403,East Anglia,4/18/2023,Council Land,"chemical drums, oil or fuel",other single item,3
19214134009,North East,4/19/2023,Watercourse / Bank,"chemical drums, oil or fuel",car boot load or less,3
13214328403,East Anglia,4/24/2023,Footpath / Bridleway,"chemical drums, oil or fuel",transit van load,3
24214329314,Yorkshire,12/5/2023,Council Land,black bags - house hold,tipper lorry load,4
13214413303,East Anglia,6/20/2023,Watercourse / Bank,"chemical drums, oil or fuel",car boot load or less,3
16214436906,Hertfordshire and North London,7/3/2023,Watercourse / Bank,"chemical drums, oil or fuel",other single item,3
19214438309,North East,4/19/2023,Watercourse / Bank,black bags - house hold,car boot load or less,3
16214466106,Hertfordshire and North London,5/9/2023,Private - Residential,black bags - house hold,significant/multiple loads,3
13214628303,East Anglia,7/13/2023,Agricultural,other (unidentified),significant/multiple loads,3
23214629213,West Midlands,6/23/2023,Highway,"chemical drums, oil or fuel",other single item,3
13214773303,East Anglia,9/15/2023,Commercial / Industrial,other (unidentified),significant/multiple loads,3
18214787808,Lincolnshire and Northamptonshire,5/11/2023,Agricultural,construction/demolition/excavation,significant/multiple loads,2
14214956504,East Midlands,5/23/2023,Highway,"chemical drums, oil or fuel",transit van load,4
15214979205,Greater Manchester Merseyside and Cheshire,5/11/2023,Footpath / Bridleway,asbestos,car boot load or less,4
23215065813,West Midlands,5/19/2023,Watercourse / Bank,other (unidentified),other single item,3
13215152203,East Anglia,8/16/2023,Watercourse / Bank,"chemical drums, oil or fuel",tipper lorry load,3
20215287510,Solent and South Downs,5/23/2023,Watercourse / Bank,black bags - house hold,transit van load,3
